City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,coronel dorrego,-38.7187,-61.2873,23.71,24,70,5.35,AR,1696187616
292,kushk,33.2957,61.9522,17.43,20,0,2.74,AF,1696187616
293,sinjar,36.3209,41.8754,24.75,42,100,2.22,IQ,1696187616
294,kolokani,13.5728,-8.0339,29.98,45,98,4.5,ML,1696187616
295,xining,36.6167,101.7667,10.78,89,100,0.83,CN,1696187616
296,chui,-33.6971,-53.4616,15.2,64,43,3.92,UY,1696187616
297,zhangye,38.9342,100.4517,13.24,47,100,2.77,CN,1696187412
298,al kharijah,25.4514,30.5464,30.67,27,99,6.51,EG,1696187617
299,oum hadjer,13.2954,19.6966,31.4,39,100,2.98,TD,1696187617
300,saint-felicien,48.6501,-72.4491,20.38,45,20,3.09,CA,1696187617
301,monkey bay,-14.0728,34.9201,27.56,57,2,1.9,MW,1696187617
302,horta,38.5333,-28.6333,20.8,76,75,2.68,PT,1696187617
303,felipe carrillo puerto,19.5833,-88.05,34.06,51,78,2.52,MX,1696187617
304,as sulayyil,20.4607,45.5779,32.14,16,0,4.57,SA,1696187617
305,haiku-pauwela,20.9219,-156.3051,28.01,65,20,8.23,US,1696187617
306,monguno,12.6786,13.6079,29.06,55,100,1.76,NG,1696187617
307,shakhtersk,48.0625,38.5167,19.67,42,100,1.22,UA,1696187617
308,burang,30.25,81.1667,4.98,84,35,1.85,CN,1696187537
309,arica,-18.475,-70.3042,24.75,68,0,6.17,CL,1696187617
310,nuuk,64.1835,-51.7216,3.34,75,20,1.54,GL,1696187617
311,leticia,-4.2153,-69.9406,34.03,59,75,2.57,CO,1696187617
312,remire-montjoly,4.9167,-52.2667,32.02,66,20,5.14,GF,1696187618
313,ciutadella,40.0011,3.8414,24.45,68,0,1.91,ES,1696187618
314,graaff-reinet,-32.2522,24.5308,14.55,53,0,2.07,ZA,1696187618
315,gaiman,-43.2897,-65.4929,22.54,20,100,3.11,AR,1696187618
316,tazovsky,67.4667,78.7,0.24,88,100,5.74,RU,1696187618
317,famagusta,35.125,33.95,23.93,83,0,6.76,CY,1696187618
318,kirensk,57.7853,108.1119,-1.1,86,11,3.13,RU,1696187618
319,aoulef,26.9667,1.0833,33.9,18,0,7.43,DZ,1696187618
320,puerto baquerizo moreno,-0.9,-89.6,27.55,65,75,7.2,EC,1696187618
321,willemstad,12.1084,-68.9335,32.95,66,20,4.12,CW,1696187618
322,tvoroyri,61.5556,-6.8111,10.67,90,46,11.4,FO,1696187618
323,ocean shores,46.9737,-124.1563,17.47,78,0,3.6,US,1696187400
324,la concepcion,8.5167,-82.6167,30.66,77,100,2.7,PA,1696187618
325,kalevala,65.2,31.1667,7.83,85,90,4.02,RU,1696187618
326,kyzyl-mazhalyk,51.1333,90.6,4.95,83,55,0.89,RU,1696187618
327,seminole,28.7086,-81.2081,27.41,81,100,3.6,US,1696187619
328,bam,29.106,58.357,24.77,17,0,0.3,IR,1696187619
329,lata,40.1629,-8.3327,21.22,59,50,1.57,PT,1696187619
330,chyorny yar,48.0624,46.1091,15.99,45,8,4.02,RU,1696187619
331,khandyga,62.6667,135.6,3.32,83,100,1.16,RU,1696187619
332,kruisfontein,-34.0033,24.7314,13.82,75,0,4.54,ZA,1696187619
333,raduzhny,62.0961,77.475,5.57,93,100,6.0,RU,1696187619
334,caldaro sulla strada del vino,46.4133,11.2462,22.63,80,0,0.51,IT,1696187619
335,biltine,14.5333,20.9167,32.47,38,77,5.05,TD,1696187619
336,gorodoviki,46.1353,41.9656,16.5,51,13,4.01,RU,1696187619
337,norman gardens,-23.3224,150.5393,16.29,82,0,1.03,AU,1696187619
338,cuyo,10.8525,121.0086,28.51,79,87,7.46,PH,1696187619
339,marsa alam,25.0757,34.8918,30.44,52,10,6.0,EG,1696187619
340,loen,7.7601,168.2307,28.29,78,100,4.09,MH,1696187619
341,vernon,50.2581,-119.2691,13.34,66,13,1.03,CA,1696187620
342,kavaratti,10.5669,72.642,27.65,81,92,6.8,IN,1696187620
343,uchiza,-8.4592,-76.4633,35.15,34,100,1.34,PE,1696187620
344,tukzar,35.9483,66.4213,12.68,37,0,1.25,AF,1696187620
345,tucuma,-0.1833,-50.05,32.44,57,100,6.53,BR,1696187620
346,ad dilam,23.9915,47.1627,31.23,17,0,2.21,SA,1696187620
347,polyarnyy,69.1989,33.4478,6.26,81,100,6.65,RU,1696187620
348,pisco,-13.7,-76.2167,21.12,73,0,5.14,PE,1696187620
349,mary,37.0,62.5,18.91,19,0,3.84,TM,1696187620
350,debesy,57.6529,53.8049,12.15,68,80,5.12,RU,1696187620
351,vilyuysk,63.7553,121.6247,5.56,83,100,1.79,RU,1696187620
352,fort st. john,56.2499,-120.8529,12.94,47,75,6.69,CA,1696187561
353,san lorenzo de esmeraldas,1.2883,-78.8369,28.23,74,100,4.05,EC,1696187620
354,la condamine,43.7344,7.4202,25.23,60,0,2.06,MC,1696187620
355,prince albert,53.2001,-105.7677,7.97,93,100,2.06,CA,1696187621
356,ushtobe,45.2514,77.9838,14.6,49,100,5.8,KZ,1696187621
357,eenhana,-17.4667,16.3333,25.84,10,7,3.29,NA,1696187621
358,jiangyou,31.7667,104.7167,18.93,85,100,0.53,CN,1696187621
359,matoury,4.8483,-52.3317,31.98,66,20,5.14,GF,1696187621
360,carutapera,-1.195,-46.02,30.02,64,100,5.75,BR,1696187621
361,srikakulam,18.3,83.9,27.25,87,100,3.04,IN,1696187621
362,sierra vista,31.5545,-110.3037,28.71,25,20,12.86,US,1696187621
363,kralendijk,12.15,-68.2667,33.99,55,0,4.12,BQ,1696187621
364,shunyi,40.125,116.6453,9.97,93,0,1.0,CN,1696187621
365,zango,13.0515,8.4877,25.03,71,14,4.47,NG,1696187621
366,zeribet el oued,34.6828,6.5111,27.77,37,0,1.85,DZ,1696187621
367,san rafael del yuma,18.4299,-68.6739,33.11,61,100,5.14,DO,1696187621
368,usogorsk,63.4106,48.6872,10.37,92,36,3.8,RU,1696187621
369,balaklava,44.5,33.6,19.99,42,82,3.85,UA,1696187621
370,labytnangi,66.6572,66.4183,7.81,98,100,2.88,RU,1696187622
371,lloydminster,53.2835,-110.0016,10.12,66,75,2.57,CA,1696187622
372,medicine hat,50.0501,-110.6683,9.01,88,100,0.45,CA,1696187429
373,mamuju,-2.6748,118.8885,25.13,83,4,1.43,ID,1696187622
374,kargil,34.5667,76.1,7.48,58,1,2.58,IN,1696187622
375,constitucion,-35.3333,-72.4167,13.51,72,100,3.16,CL,1696187622
376,alo,7.4178,6.7371,24.87,94,55,1.84,NG,1696187622
377,gardez,33.5974,69.2259,9.56,22,0,0.59,AF,1696187622
378,manokwari,-0.8667,134.0833,26.21,80,100,1.44,ID,1696187622
379,caiuti-sat,46.1833,26.9333,17.24,54,100,2.74,RO,1696187622
380,letterkenny,54.95,-7.7333,13.96,83,100,3.87,IE,1696187622
381,bettiah,26.8,84.5,26.83,79,99,1.95,IN,1696187463
382,mocimboa,-11.3167,40.35,23.15,86,0,3.28,MZ,1696187623
383,fort mcmurray,56.7268,-111.381,13.77,50,40,5.14,CA,1696187503
384,yashkul',46.1711,45.3435,19.18,48,81,3.81,RU,1696187623
385,cabo san lucas,22.8909,-109.9124,34.78,57,0,7.72,MX,1696187623
386,camocim,-2.9022,-40.8411,30.48,58,77,9.87,BR,1696187623
387,amungan,15.3652,119.9582,27.16,86,100,1.9,PH,1696187623
388,kapuskasing,49.4169,-82.4331,20.0,68,75,5.14,CA,1696187623
389,maceio,-9.6658,-35.7353,27.69,61,0,4.12,BR,1696187623
390,taltal,-25.4,-70.4833,17.86,69,25,2.8,CL,1696187623
391,upata,8.0086,-62.3989,34.69,37,100,2.25,VE,1696187623
392,linqiong,30.4159,103.4609,19.9,94,100,1.62,CN,1696187623
393,sola,-13.8833,167.55,25.19,79,99,12.84,VU,1696187623
394,ciudad lazaro cardenas,17.9583,-102.2,31.51,68,5,3.72,MX,1696187623
395,bilecik,40.0,30.1667,14.38,95,89,2.57,TR,1696187623
396,cadale,2.7603,46.3222,26.05,84,0,6.66,SO,1696187468
397,aswan,24.0934,32.907,34.89,22,26,9.96,EG,1696187624
398,kirakira,-10.4544,161.9205,25.78,87,95,4.55,SB,1696187477
399,sarai,53.7458,41.0213,13.49,84,100,2.82,RU,1696187624
400,alice springs,-23.7,133.8833,26.75,21,58,2.06,AU,1696187624
401,masterton,-40.9597,175.6575,12.71,75,57,6.48,NZ,1696187624
402,waingapu,-9.6567,120.2641,24.13,85,26,1.86,ID,1696187624
403,macas,-2.3167,-78.1167,28.86,51,40,3.09,EC,1696187434
404,sitangkai,4.6628,119.3928,28.86,77,100,7.76,PH,1696187624
405,zhangzhou,24.5133,117.6556,26.96,90,67,0.17,CN,1696187624
406,sovetskaya gavan',48.9723,140.2878,10.06,83,100,6.4,RU,1696187624
407,badger,64.8,-147.5333,7.06,68,100,3.09,US,1696187624
408,deltebre,40.7499,0.7868,23.52,80,7,1.2,ES,1696187624
409,mbanza-ngungu,-5.25,14.8667,23.72,77,35,1.34,CD,1696187624
410,ceerigaabo,10.6162,47.368,20.7,23,3,2.52,SO,1696187624
411,dryden,49.7833,-92.7503,18.16,94,100,6.17,CA,1696187625
412,bonthe,7.5264,-12.505,26.79,84,100,3.25,SL,1696187625
413,robbah,33.2797,6.9098,26.8,37,0,3.46,DZ,1696187625
414,fehrbellin,52.8135,12.7644,16.08,81,100,1.4,DE,1696187625
415,havre,49.5833,0.3333,19.22,82,0,3.6,FR,1696187625
416,ixtapa,20.7,-105.2,32.9,79,20,3.6,MX,1696187625
417,sapele,5.8941,5.6767,24.77,91,74,2.02,NG,1696187625
418,darwin,-12.4611,130.8418,25.99,78,40,1.54,AU,1696187625
419,tuy hoa,13.0833,109.3,25.52,90,99,1.82,VN,1696187420
420,fuyuan,46.4333,127.0833,7.99,76,45,2.15,CN,1696187625
421,puerto deseado,-47.7503,-65.8938,11.24,49,100,2.95,AR,1696187625
422,tamanrasset,22.785,5.5228,26.95,24,40,2.06,DZ,1696187625
423,faya-largeau,17.9257,19.1043,36.82,16,98,8.18,TD,1696187625
424,porto velho,-8.7619,-63.9039,35.03,49,20,2.57,BR,1696187625
425,weno,7.4515,151.8468,26.97,83,75,2.57,FM,1696187625
426,tura,25.5198,90.2201,23.51,97,100,2.01,IN,1696187625
427,yugo-kamskiy,57.7053,55.5894,13.39,62,86,4.87,RU,1696187626
428,zlatoust,55.1711,59.6508,6.1,84,23,2.24,RU,1696187626
429,chipata,-13.6333,32.65,26.28,23,5,4.04,ZM,1696187626
430,sabang,5.8933,95.3214,27.84,78,11,7.27,ID,1696187626
431,kuta,-8.7233,115.1723,25.0,94,20,2.68,ID,1696187626
432,dunedin,-45.8742,170.5036,13.7,66,54,4.69,NZ,1696187626
433,nizhniy odes,63.6445,54.856,11.79,91,100,5.66,RU,1696187626
434,naze,28.3667,129.4833,25.51,78,93,4.69,JP,1696187626
435,palikir - national government center,6.9248,158.1611,22.41,100,40,0.0,FM,1696187626
436,peniche,39.3558,-9.3811,23.38,74,7,0.98,PT,1696187626
437,sarkand,45.41,79.9186,13.36,40,90,1.51,KZ,1696187626
438,miri,4.4148,114.0089,23.08,94,40,2.06,MY,1696187626
439,alexandria,31.2156,29.9553,25.35,56,100,5.07,EG,1696187514
440,kota belud,6.351,116.4305,25.63,83,100,3.92,MY,1696187626
441,alto araguaia,-17.3147,-53.2153,30.62,45,85,1.64,BR,1696187626
442,breves,-1.6822,-50.4803,38.18,29,100,2.73,BR,1696187627
443,esquel,-42.9,-71.3167,11.97,53,63,2.76,AR,1696187627
444,luanda,-8.8368,13.2343,22.84,87,14,4.71,AO,1696187627
445,kerikeri,-35.2268,173.9474,11.13,92,18,2.89,NZ,1696187481
446,mount gambier,-37.8333,140.7667,4.2,93,0,2.24,AU,1696187627
447,barsi,18.2333,75.7,25.36,80,100,3.08,IN,1696187627
448,kenora,49.8167,-94.4337,17.54,100,100,3.6,CA,1696187627
449,selebi-phikwe,-21.979,27.8498,21.77,54,2,10.55,BW,1696187627
450,severo-yeniseyskiy,60.3725,93.0408,-3.01,87,100,3.58,RU,1696187460
451,sal rei,16.1833,-22.9167,29.11,74,75,5.14,CV,1696187627
452,benguela,-12.5763,13.4055,22.49,82,51,1.65,AO,1696187627
453,diamantino,-14.4086,-56.4461,37.57,28,66,1.53,BR,1696187627
454,el charco,2.4769,-78.1105,27.75,83,100,3.45,CO,1696187627
455,shindand,33.3029,62.1474,17.86,19,0,2.35,AF,1696187627
456,vilyuchinsk,52.9306,158.4028,4.15,82,100,0.59,RU,1696187627
457,nizhniy kuranakh,58.8353,125.4869,2.06,83,14,0.62,RU,1696187628
458,cromwell,41.5951,-72.6454,26.97,59,0,4.63,US,1696187628
459,koch'ang,35.4333,126.7,13.87,74,100,1.54,KR,1696187628
460,taro,-8.3862,115.28,21.03,90,65,0.84,ID,1696187628
461,omigawa,35.85,140.6167,21.3,72,100,7.02,JP,1696187628
462,izmit,40.7669,29.9169,16.99,100,75,0.51,TR,1696187628
463,ust'-barguzin,53.45,108.9833,7.27,88,100,2.24,RU,1696187628
464,zanesville,39.9404,-82.0132,28.45,56,0,2.57,US,1696187498
465,barra de santo antonio,-9.4047,-35.5072,27.6,64,5,3.93,BR,1696187628
466,road town,18.4167,-64.6167,30.05,79,40,4.12,VG,1696187371
467,mhamid,29.82,-5.72,30.73,16,89,4.8,MA,1696187475
468,caleta de carquin,-11.0925,-77.6267,21.6,73,15,5.31,PE,1696187628
469,sooke,48.3746,-123.7276,17.35,76,99,1.03,CA,1696187628
470,qarazhal,48.0078,70.7903,10.44,79,79,3.49,KZ,1696187629
471,bosaso,11.2842,49.1816,28.8,61,0,1.39,SO,1696187629
472,howard springs,-12.497,131.047,25.95,82,9,1.39,AU,1696187629
473,la'ie,21.6477,-157.9253,28.98,75,5,2.24,US,1696187629
474,kadipur,26.1667,82.3833,26.85,79,97,0.69,IN,1696187629
475,karpinsk,59.7654,60.0085,10.73,74,100,3.31,RU,1696187629
476,murashi,59.3999,48.9615,12.48,91,100,3.77,RU,1696187629
477,behshahr,36.6923,53.5526,20.97,57,11,1.16,IR,1696187629
478,lompoc,34.6391,-120.4579,22.23,68,0,3.6,US,1696187471
479,muhos,64.808,25.9931,8.2,91,66,1.6,FI,1696187629
480,grande prairie,55.1667,-118.8027,14.33,35,65,3.86,CA,1696187401
481,achacachi,-16.05,-68.6833,14.71,53,40,6.97,BO,1696187629
482,robertsport,6.7533,-11.3686,26.86,83,100,3.82,LR,1696187629
483,marrakesh,31.6315,-8.0083,35.04,13,40,2.57,MA,1696187608
484,pacific grove,36.6177,-121.9166,20.68,79,75,2.57,US,1696187629
485,lucapa,-8.4192,20.7447,21.54,84,100,3.06,AO,1696187629
486,linxia chengguanzhen,35.6003,103.2064,14.19,78,100,2.14,CN,1696187630
487,eraan,9.0629,117.7016,25.77,91,100,5.23,PH,1696187630
488,puerto francisco de orellana,-0.4667,-76.9667,33.03,58,75,2.06,EC,1696187630
489,bage,-31.3314,-54.1069,17.88,42,0,5.14,BR,1696187630
490,wynyard,-41.0,145.7167,6.66,82,92,2.08,AU,1696187630
491,antsiranana,-12.2787,49.2917,23.11,88,17,4.9,MG,1696187630
492,rio grande,-32.035,-52.0986,22.06,67,0,3.42,BR,1696187630
493,saldanha,-33.0117,17.9442,14.85,74,0,5.39,ZA,1696187630
494,laguna,38.421,-121.4238,23.16,61,0,2.06,US,1696187630
495,iwanai,42.9744,140.5089,14.87,73,88,6.31,JP,1696187553
496,rantepao,-2.9701,119.8978,18.4,98,24,0.81,ID,1696187630
497,sint michiel liber,12.15,-68.9833,32.9,66,20,4.12,CW,1696187630
498,esmeraldas,-19.7625,-44.3139,20.17,36,27,4.94,BR,1696187630
499,rioja,-29.4111,-66.8507,27.7,22,0,2.43,AR,1696187630
500,angaur state,6.906,134.13,28.14,79,83,2.65,PW,1696187631
501,viqueque,-8.8673,126.3658,22.81,92,35,1.36,TL,1696187631
502,kegeyli shahar,42.7767,59.6078,15.05,46,100,3.27,UZ,1696187631
503,quellon,-43.1167,-73.6167,8.14,76,99,2.16,CL,1696187436
504,semnan,35.5729,53.3971,20.42,21,100,1.0,IR,1696187631
505,huilong,31.8111,121.655,21.63,61,75,4.49,CN,1696187631
506,ancud,-41.8697,-73.8203,7.96,93,100,2.78,CL,1696187631
507,kununurra,-15.7667,128.7333,22.99,88,10,1.54,AU,1696187631
508,colonia,50.9333,6.95,20.46,73,0,3.09,DE,1696187409
509,necochea,-38.5473,-58.7368,16.05,63,17,3.39,AR,1696187631
510,the pas,53.8251,-101.2541,8.01,87,100,4.12,CA,1696187480
511,derzhavinsk,51.1,66.3167,12.6,60,94,3.61,KZ,1696187631
512,lesogorsk,56.0458,99.5136,-1.15,78,100,2.24,RU,1696187631
513,mar del plata,-38.0023,-57.5575,13.07,80,5,0.89,AR,1696187342
514,queenstown,-31.8976,26.8753,9.58,78,12,4.92,ZA,1696187412
515,verkhnevilyuysk,63.4453,120.3167,3.86,86,100,1.79,RU,1696187631
516,hirara,24.8,125.2833,28.15,83,40,7.72,JP,1696187632
517,totness,5.8833,-56.3167,32.86,55,100,5.42,SR,1696187632
518,grand baie,-20.0182,57.5802,24.14,73,99,0.89,MU,1696187632
519,chinde,26.8418,88.0763,18.22,87,100,0.9,NP,1696187632
520,ozu,33.5,132.55,18.99,78,64,4.31,JP,1696187632
521,kawambwa,-9.7915,29.0791,25.92,35,6,1.36,ZM,1696187632
522,harstad,68.799,16.5293,6.0,98,100,1.34,NO,1696187632
523,sol'-iletsk,51.1631,54.9918,12.72,66,9,3.29,RU,1696187632
524,northam,51.0333,-4.2167,16.88,98,100,2.19,GB,1696187632
525,wakkanai,45.4094,141.6739,15.05,80,0,3.13,JP,1696187632
526,zouerate,22.7187,-12.4521,34.31,13,96,4.75,MR,1696187632
527,floro,61.5996,5.0328,10.04,81,75,7.2,NO,1696187632
528,dalandzadgad,43.5708,104.425,14.35,19,87,3.24,MN,1696187632
529,toma,12.7667,-2.8833,31.23,47,67,7.06,BF,1696187633
530,okha,53.5739,142.9478,8.92,97,100,5.02,RU,1696187442
531,ribeira brava,32.65,-17.0667,25.56,82,2,2.26,PT,1696187633
532,'ain benian,36.8028,2.9219,24.03,71,0,5.66,DZ,1696187633
533,cabedelo,-6.9811,-34.8339,28.37,66,8,5.43,BR,1696187633
534,makokou,0.5738,12.8642,22.32,97,97,0.77,GA,1696187633
535,al bayda,32.7627,21.7551,18.42,80,0,3.64,LY,1696187633
536,kharkhorin,47.1975,102.8238,7.25,44,100,1.92,MN,1696187633
537,canutillo,31.9115,-106.6003,32.62,29,0,6.17,US,1696187633
538,ypsonas,34.6884,32.9574,21.54,83,20,2.57,CY,1696187633
539,teknaf,20.8624,92.3058,26.11,92,100,3.58,BD,1696187633
540,grand rapids,42.9634,-85.6681,28.94,57,75,2.57,US,1696187542
541,baise city,23.8997,106.6133,24.27,94,7,0.46,CN,1696187633
542,toliara,-23.35,43.6667,24.33,79,0,3.62,MG,1696187633
543,mukalla,14.5425,49.1242,28.2,71,0,1.24,YE,1696187633
544,revda,56.801,59.9303,8.04,82,93,2.59,RU,1696187633
545,karachi,24.9056,67.0822,25.9,50,0,0.0,PK,1696187605
546,takhatgarh,25.3333,73.0,27.28,37,0,1.87,IN,1696187634
547,norfolk county,42.1668,-71.2495,24.68,73,0,0.89,US,1696187634
548,qamdo,31.1667,97.2333,5.11,66,89,0.63,CN,1696187634
549,ghadamis,30.1337,9.5007,27.37,27,0,7.17,LY,1696187634
550,khovd,48.0056,91.6419,7.09,56,37,2.21,MN,1696187634
551,puerto armuelles,8.2833,-82.8667,31.99,85,100,2.24,PA,1696187634
552,yuzhno-kurilsk,44.0306,145.8556,14.1,91,99,2.51,RU,1696187634
553,alenquer,-1.9417,-54.7383,38.5,26,99,2.57,BR,1696187634
554,st. john's,47.5649,-52.7093,19.04,62,11,2.68,CA,1696187429
555,tabuk,17.4189,121.4443,23.83,91,100,0.79,PH,1696187634
556,hammerfest,70.6634,23.6821,3.25,65,75,3.09,NO,1696187467
557,zhaotong,27.3167,103.7167,15.88,95,84,0.89,CN,1696187635
558,kuraymah,18.55,31.85,36.97,12,46,3.64,SD,1696187635
559,trincomalee,8.5711,81.2335,27.0,74,96,8.6,LK,1696187635
560,pangody,65.85,74.4859,3.05,100,100,3.55,RU,1696187635
561,chernyshevskiy,63.0128,112.4714,-0.21,96,100,5.76,RU,1696187635
562,tumayr,25.7039,45.868,28.55,16,0,3.22,SA,1696187635
563,machico,32.7,-16.7667,25.56,80,20,1.54,PT,1696187635
564,choyr,46.3611,108.3611,9.71,28,100,3.02,MN,1696187635
565,kulhudhuffushi,6.6221,73.07,27.4,78,100,5.72,MV,1696187635
566,ola,59.5833,151.2833,3.01,87,100,1.51,RU,1696187635
567,oak ridge,36.0104,-84.2696,30.16,52,20,0.45,US,1696187635
568,guercif,34.2257,-3.3536,27.41,43,0,5.31,MA,1696187635
569,atmore,31.0238,-87.4939,30.92,42,0,4.38,US,1696187635
570,manggar,-2.8833,108.2667,26.21,77,92,3.21,ID,1696187635
571,bodden town,19.2833,-81.25,32.21,77,75,1.03,KY,1696187636
572,corner brook,48.9667,-57.9484,19.09,62,11,4.82,CA,1696187471
573,todos santos,23.45,-110.2167,36.28,73,0,4.19,MX,1696187636
574,alofi,-19.0595,-169.9187,21.94,68,100,6.69,NU,1696187636
575,ketchikan,55.3422,-131.6461,9.99,100,100,6.17,US,1696187636
576,kayangel,8.0823,134.7173,27.81,81,52,2.75,PW,1696187636
577,lensk,60.7253,114.9278,3.18,96,100,6.71,RU,1696187636
578,atyashevo,54.5644,46.0691,14.05,55,18,3.12,RU,1696187636
579,touros,-5.1989,-35.4608,27.46,59,15,7.09,BR,1696187636
580,rushville,39.6092,-85.4464,29.71,56,0,0.45,US,1696187451
581,spring creek,40.7266,-115.5859,9.67,59,98,5.1,US,1696187636
582,rongelap,11.1635,166.8941,28.23,79,74,5.89,MH,1696187636
583,lander,42.833,-108.7307,21.55,34,0,11.83,US,1696187636
